5.000	1.00
5.020	1.00
5.040	1.00
5.060	1.00
5.080	1.00
5.100	1.00
5.120	1.00
5.140	1.00
5.160	1.00
5.180	1.00
5.200	1.00
5.220	1.00
5.240	1.00
5.260	1.00
5.280	1.00
5.300	1.00
5.320	1.00
5.340	1.00
5.360	1.00
5.380	1.00
5.400	1.00
5.420	1.00
5.440	1.00
5.460	1.00
5.480	1.00
5.500	1.00
5.520	1.00
5.540	1.00
5.560	1.00
5.580	1.00
5.600	1.00
5.620	1.00
5.640	1.00
5.660	1.00
5.680	1.00
5.700	1.00
5.720	1.00
5.740	1.00
5.760	1.00
5.780	1.00
5.800	1.00
5.820	1.00
5.840	1.00
5.860	1.00
5.880	1.00
5.900	1.00
5.920	1.00
5.940	1.00
5.960	1.00
5.980	1.00
6.000	1.00
6.020	1.00
6.040	1.00
6.060	1.00
6.080	1.00
6.100	1.00
6.120	1.00
6.140	1.00
6.160	1.00
6.180	1.00
6.200	1.00
6.220	1.00
6.240	1.00
6.260	1.00
6.280	1.00
6.300	1.00
6.320	1.00
6.340	1.00
6.360	1.00
6.380	1.00
6.400	1.00
6.420	1.00
6.440	1.00
6.460	1.00
6.480	1.00
6.500	1.00
6.520	1.00
6.540	1.00
6.560	1.00
6.580	1.00
6.600	1.00
6.620	1.00
6.640	1.00
6.660	1.00
6.680	1.00
6.700	1.00
6.720	1.00
6.740	1.00
6.760	1.00
6.780	1.00
6.800	1.00
6.820	1.00
6.840	1.00
6.860	1.00
6.880	1.00
6.900	1.00
6.920	1.00
6.940	1.00
6.960	1.00
6.980	1.00
7.000	1.00
7.020	1.00
7.040	1.00
7.060	1.00
7.080	1.00
7.100	1.00
7.120	1.00
7.140	1.00
7.160	1.00
7.180	1.00
7.200	1.00
7.220	1.00
7.240	1.00
7.260	1.00
7.280	1.00
7.300	1.00
7.320	1.00
7.340	1.00
7.360	1.00
7.380	1.00
7.400	1.00
7.420	1.00
7.440	1.00
7.460	1.00
7.480	1.00
7.500	1.00
7.520	1.00
7.540	1.00
7.560	1.00
7.580	1.00
7.600	1.00
7.620	1.00
7.640	1.00
7.660	1.00
7.680	1.00
7.700	1.00
7.720	1.00
7.740	1.00
7.760	1.00
7.780	1.00
7.800	1.00
7.820	1.00
7.840	1.00
7.860	1.00
7.880	1.00
7.900	1.00
7.920	1.00
7.940	1.00
7.960	1.00
7.980	1.00
8.000	1.00
8.020	1.00
8.040	1.00
8.060	1.00
8.080	1.00
8.100	1.00
8.120	1.00
8.140	1.00
8.160	1.00
8.180	1.00
8.200	1.00
8.220	1.00
8.240	1.00
8.260	1.00
8.280	1.00
8.300	1.00
8.320	1.00
8.340	1.00
8.360	1.00
8.380	1.00
8.400	1.00
8.420	1.00
8.440	1.00
8.460	1.00
8.480	1.00
8.500	1.00
8.520	1.00
8.540	1.00
8.560	11.60
8.580	13.44
8.600	15.80
8.620	18.91
8.640	23.09
8.660	28.91
8.680	37.34
8.700	50.16
8.720	71.09
8.740	111.34
8.760	225.88
8.780	608.33
8.800	1430.13
8.820	1893.00
8.840	1129.91
8.860	437.06
8.880	172.43
8.900	94.55
8.920	63.02
8.940	45.35
8.960	34.23
8.980	26.79
9.000	21.58
9.020	17.80
9.040	14.97
9.060	12.79
9.080	11.09
9.100	1.00
9.120	1.00
9.140	1.00
9.160	1.00
9.180	1.00
9.200	1.00
9.220	1.00
9.240	1.00
9.260	1.00
9.280	1.00
9.300	1.00
9.320	1.00
9.340	1.00
9.360	1.00
9.380	1.00
9.400	1.00
9.420	1.00
9.440	1.00
9.460	1.00
9.480	1.00
9.500	1.00
9.520	1.00
9.540	1.00
9.560	1.00
9.580	1.00
9.600	1.00
9.620	1.00
9.640	1.00
9.660	1.00
9.680	1.00
9.700	1.00
9.720	1.00
9.740	1.00
9.760	1.00
9.780	1.00
9.800	1.00
9.820	1.00
9.840	1.00
9.860	1.00
9.880	1.00
9.900	1.00
9.920	1.00
9.940	1.00
9.960	1.00
9.980	1.00
10.000	1.00
10.020	1.00
10.040	1.00
10.060	1.00
10.080	1.00
10.100	1.00
10.120	1.00
10.140	1.00
10.160	1.00
10.180	1.00
10.200	1.00
10.220	1.00
10.240	1.00
10.260	1.00
10.280	1.00
10.300	1.00
10.320	1.00
10.340	1.00
10.360	1.00
10.380	1.00
10.400	1.00
10.420	1.00
10.440	1.00
10.460	1.00
10.480	1.00
10.500	1.00
10.520	1.00
10.540	1.00
10.560	1.00
10.580	22.32
10.600	33.72
10.620	39.56
10.640	47.12
10.660	57.13
10.680	70.77
10.700	90.01
10.720	118.37
10.740	162.65
10.760	239.96
10.780	422.48
10.800	1002.60
10.820	2497.30
10.840	4410.61
10.860	4271.75
10.880	2756.63
10.900	1273.79
10.920	537.70
10.940	275.39
10.960	177.12
10.980	126.63
11.000	95.31
11.020	74.38
11.040	59.70
11.060	49.01
11.080	41.00
11.100	34.83
11.120	29.98
11.140	9.11
11.160	1.00
11.180	1.00
11.200	1.00
11.220	1.00
11.240	1.00
11.260	1.00
11.280	1.00
11.300	1.00
11.320	1.00
11.340	1.00
11.360	1.00
11.380	1.00
11.400	1.00
11.420	1.00
11.440	1.00
11.460	1.00
11.480	1.00
11.500	1.00
11.520	1.00
11.540	1.00
11.560	1.00
11.580	1.00
11.600	1.00
11.620	1.00
11.640	1.00
11.660	1.00
11.680	1.00
11.700	1.00
11.720	1.00
11.740	1.00
11.760	1.00
11.780	1.00
11.800	1.00
11.820	1.00
11.840	1.00
11.860	1.00
11.880	1.00
11.900	1.00
11.920	1.00
11.940	1.00
11.960	1.00
11.980	1.00
12.000	1.00
12.020	1.00
12.040	1.00
12.060	1.00
12.080	1.00
12.100	1.00
12.120	1.00
12.140	1.00
12.160	75.28
12.180	87.43
12.200	102.80
12.220	122.65
12.240	148.87
12.260	248.57
12.280	309.08
12.300	395.59
12.320	525.89
12.340	740.31
12.360	1190.50
12.380	2545.57
12.400	6357.02
12.420	12435.51
12.440	13124.03
12.460	7582.69
12.480	4632.65
12.500	6379.86
12.520	11049.68
12.540	11255.57
12.560	6058.65
12.580	2475.39
12.600	1143.07
12.620	703.86
12.640	500.30
12.660	377.38
12.680	295.71
12.700	238.48
12.720	131.26
12.740	107.95
12.760	90.36
12.780	76.76
12.800	66.03
12.820	1.00
12.840	1.00
12.860	1.00
12.880	1.00
12.900	1.00
12.920	1.00
12.940	1.00
12.960	1.00
12.980	1.00
13.000	1.00
13.020	1.00
13.040	1.00
13.060	1.00
13.080	1.00
13.100	1.00
13.120	1.00
13.140	1.00
13.160	1.00
13.180	1.00
13.200	1.00
13.220	1.00
13.240	1.00
13.260	1.00
13.280	1.00
13.300	1.00
13.320	1.00
13.340	1.00
13.360	1.00
13.380	1.00
13.400	1.00
13.420	1.00
13.440	1.00
13.460	1.00
13.480	1.00
13.500	1.00
13.520	1.00
13.540	1.00
13.560	1.00
13.580	1.00
13.600	1.00
13.620	1.00
13.640	1.00
13.660	1.00
13.680	1.00
13.700	1.00
13.720	1.00
13.740	1.00
13.760	1.00
13.780	1.00
13.800	1.00
13.820	1.00
13.840	1.00
13.860	1.00
13.880	1.00
13.900	1.00
13.920	1.00
13.940	1.00
13.960	1.00
13.980	1.00
14.000	1.00
14.020	1.00
14.040	1.00
14.060	1.00
14.080	1.00
14.100	1.00
14.120	1.00
14.140	1.00
14.160	1.00
14.180	1.00
14.200	1.00
14.220	1.00
14.240	1.00
14.260	1.00
14.280	1.00
14.300	1.00
14.320	1.00
14.340	1.00
14.360	1.00
14.380	1.00
14.400	1.00
14.420	1.00
14.440	1.00
14.460	1.00
14.480	1.00
14.500	1.00
14.520	1.00
14.540	1.00
14.560	1.00
14.580	1.00
14.600	1.00
14.620	1.00
14.640	1.00
14.660	1.00
14.680	1.00
14.700	1.00
14.720	1.00
14.740	1.00
14.760	1.00
14.780	1.00
14.800	1.00
14.820	1.00
14.840	1.00
